idg,pid,gender,variable,value
18,350.0,F,Ambitious,5.0
18,351.0,F,Ambitious,7.0
32,351.0,F,Ambitious,7.0
32,352.0,F,Ambitious,8.0
18,352.0,F,Ambitious,7.0
18,353.0,F,Ambitious,7.0
32,353.0,F,Ambitious,5.0
32,354.0,F,Ambitious,10.0
18,354.0,F,Ambitious,6.0
32,355.0,F,Ambitious,8.0
18,355.0,F,Ambitious,
32,356.0,F,Ambitious,8.0
18,356.0,F,Ambitious,
18,357.0,F,Ambitious,
32,357.0,F,Ambitious,9.0
32,358.0,F,Ambitious,10.0
18,358.0,F,Ambitious,7.0
18,359.0,F,Ambitious,6.0
32,359.0,F,Ambitious,5.0
32,360.0,F,Ambitious,7.0
18,360.0,F,Ambitious,6.0
17,361.0,H,Ambitious,10.0
33,361.0,H,Ambitious,5.0
38,361.0,H,Ambitious,9.0
37,361.0,H,Ambitious,7.0
37,362.0,H,Ambitious,7.0
33,362.0,H,Ambitious,7.0
17,362.0,H,Ambitious,8.0
38,362.0,H,Ambitious,7.0
33,363.0,H,Ambitious,7.0
38,363.0,H,Ambitious,5.0
37,363.0,H,Ambitious,8.0
17,363.0,H,Ambitious,8.0
33,364.0,H,Ambitious,9.0
17,364.0,H,Ambitious,9.0
37,364.0,H,Ambitious,10.0
38,364.0,H,Ambitious,7.0
17,365.0,H,Ambitious,6.0
37,365.0,H,Ambitious,
33,365.0,H,Ambitious,7.0
38,365.0,H,Ambitious,6.0
17,366.0,H,Ambitious,8.0
38,366.0,H,Ambitious,9.0
33,366.0,H,Ambitious,8.0
37,366.0,H,Ambitious,6.0
37,367.0,H,Ambitious,6.0
17,367.0,H,Ambitious,7.0
38,367.0,H,Ambitious,7.0
33,367.0,H,Ambitious,6.0
38,368.0,H,Ambitious,7.0
17,368.0,H,Ambitious,8.0
33,368.0,H,Ambitious,7.0
37,368.0,H,Ambitious,
38,369.0,H,Ambitious,5.0
37,369.0,H,Ambitious,9.0
33,369.0,H,Ambitious,
17,369.0,H,Ambitious,
33,370.0,H,Ambitious,6.0
37,370.0,H,Ambitious,4.0
17,370.0,H,Ambitious,5.0
38,370.0,H,Ambitious,
37,371.0,H,Ambitious,7.0
38,371.0,H,Ambitious,5.0
33,371.0,H,Ambitious,7.0
17,371.0,H,Ambitious,7.0
17,372.0,H,Ambitious,8.0
33,372.0,H,Ambitious,6.0
37,372.0,H,Ambitious,6.0
38,372.0,H,Ambitious,
37,373.0,H,Ambitious,5.0
17,373.0,H,Ambitious,10.0
38,373.0,H,Ambitious,
33,373.0,H,Ambitious,9.0
38,374.0,H,Ambitious,4.0
33,374.0,H,Ambitious,7.0
37,374.0,H,Ambitious,4.0
17,374.0,H,Ambitious,6.0
33,375.0,H,Ambitious,7.0
38,375.0,H,Ambitious,8.0
17,375.0,H,Ambitious,5.0
37,375.0,H,Ambitious,3.0
17,376.0,H,Ambitious,7.0
33,376.0,H,Ambitious,7.0
37,376.0,H,Ambitious,8.0
38,376.0,H,Ambitious,5.0
33,377.0,H,Ambitious,8.0
37,377.0,H,Ambitious,8.0
17,377.0,H,Ambitious,8.0
38,377.0,H,Ambitious,7.0
17,378.0,H,Ambitious,5.0
38,378.0,H,Ambitious,7.0
37,378.0,H,Ambitious,8.0
33,378.0,H,Ambitious,4.0
16,379.0,F,Ambitious,8.0
2,379.0,F,Ambitious,8.0
16,380.0,F,Ambitious,7.0
2,380.0,F,Ambitious,7.0
16,381.0,F,Ambitious,5.0
2,381.0,F,Ambitious,9.0
16,382.0,F,Ambitious,8.0
2,382.0,F,Ambitious,5.0
2,383.0,F,Ambitious,
16,383.0,F,Ambitious,
2,384.0,F,Ambitious,10.0
16,384.0,F,Ambitious,10.0
16,385.0,F,Ambitious,8.0
2,385.0,F,Ambitious,7.0
2,386.0,F,Ambitious,
16,386.0,F,Ambitious,7.0
2,387.0,F,Ambitious,8.0
16,387.0,F,Ambitious,8.0
16,388.0,F,Ambitious,7.0
2,388.0,F,Ambitious,8.0
2,389.0,F,Ambitious,10.0
16,389.0,F,Ambitious,
16,390.0,F,Ambitious,
2,390.0,F,Ambitious,6.0
16,391.0,F,Ambitious,6.0
2,391.0,F,Ambitious,6.0
16,392.0,F,Ambitious,7.0
2,392.0,F,Ambitious,5.0
2,393.0,F,Ambitious,7.0
16,393.0,F,Ambitious,6.0
2,394.0,F,Ambitious,7.0
16,394.0,F,Ambitious,7.0
2,395.0,F,Ambitious,6.0
16,395.0,F,Ambitious,
2,396.0,F,Ambitious,8.0
16,396.0,F,Ambitious,9.0
15,397.0,H,Ambitious,8.0
9,397.0,H,Ambitious,7.0
25,397.0,H,Ambitious,8.0
15,398.0,H,Ambitious,
9,398.0,H,Ambitious,
25,398.0,H,Ambitious,
9,399.0,H,Ambitious,
15,399.0,H,Ambitious,
25,399.0,H,Ambitious,
9,400.0,H,Ambitious,7.0
15,400.0,H,Ambitious,5.0
25,400.0,H,Ambitious,
25,401.0,H,Ambitious,5.0
9,401.0,H,Ambitious,5.0
15,401.0,H,Ambitious,5.0
9,402.0,H,Ambitious,5.0
25,402.0,H,Ambitious,4.0
15,402.0,H,Ambitious,6.0
25,403.0,H,Ambitious,
15,403.0,H,Ambitious,
9,403.0,H,Ambitious,
9,404.0,H,Ambitious,6.0
25,404.0,H,Ambitious,7.0
15,404.0,H,Ambitious,5.0
25,405.0,H,Ambitious,7.0
15,405.0,H,Ambitious,9.0
9,405.0,H,Ambitious,
9,406.0,H,Ambitious,8.0
15,406.0,H,Ambitious,7.0
25,406.0,H,Ambitious,8.0
15,407.0,H,Ambitious,9.0
25,407.0,H,Ambitious,7.0
9,407.0,H,Ambitious,6.0
25,408.0,H,Ambitious,7.0
9,408.0,H,Ambitious,6.0
15,408.0,H,Ambitious,8.0
15,409.0,H,Ambitious,5.0
25,409.0,H,Ambitious,6.0
9,409.0,H,Ambitious,6.0
15,410.0,H,Ambitious,3.0
25,410.0,H,Ambitious,5.0
9,410.0,H,Ambitious,6.0
9,411.0,H,Ambitious,6.0
25,411.0,H,Ambitious,6.0
15,411.0,H,Ambitious,6.0
25,412.0,H,Ambitious,10.0
9,412.0,H,Ambitious,8.0
15,412.0,H,Ambitious,8.0
15,413.0,H,Ambitious,7.0
9,413.0,H,Ambitious,6.0
25,413.0,H,Ambitious,6.0
25,414.0,H,Ambitious,7.0
9,414.0,H,Ambitious,9.0
15,414.0,H,Ambitious,10.0
9,415.0,H,Ambitious,5.0
15,415.0,H,Ambitious,5.0
25,415.0,H,Ambitious,5.0
1,422.0,H,Ambitious,9.0
9,422.0,H,Ambitious,8.0
9,423.0,H,Ambitious,7.0
1,423.0,H,Ambitious,6.0
9,424.0,H,Ambitious,8.0
1,424.0,H,Ambitious,9.0
1,425.0,H,Ambitious,7.0
9,425.0,H,Ambitious,7.0
9,426.0,H,Ambitious,6.0
1,426.0,H,Ambitious,5.0
9,427.0,H,Ambitious,9.0
1,427.0,H,Ambitious,8.0
9,428.0,H,Ambitious,5.0
1,428.0,H,Ambitious,7.0
1,429.0,H,Ambitious,9.0
9,429.0,H,Ambitious,7.0
21,430.0,F,Ambitious,9.0
18,430.0,F,Ambitious,9.0
12,430.0,F,Ambitious,7.0
12,431.0,F,Ambitious,6.0
18,431.0,F,Ambitious,5.0
21,431.0,F,Ambitious,6.0
12,432.0,F,Ambitious,9.0
21,432.0,F,Ambitious,10.0
18,432.0,F,Ambitious,9.0
12,433.0,F,Ambitious,5.0
18,433.0,F,Ambitious,8.0
21,433.0,F,Ambitious,4.0
18,434.0,F,Ambitious,7.0
12,434.0,F,Ambitious,7.0
21,434.0,F,Ambitious,5.0
18,435.0,F,Ambitious,9.0
21,435.0,F,Ambitious,9.0
12,435.0,F,Ambitious,7.0
12,436.0,F,Ambitious,8.0
18,436.0,F,Ambitious,10.0
21,436.0,F,Ambitious,8.0
21,437.0,F,Ambitious,10.0
12,437.0,F,Ambitious,9.0
18,437.0,F,Ambitious,9.0
12,438.0,F,Ambitious,10.0
18,438.0,F,Ambitious,10.0
21,438.0,F,Ambitious,9.0
18,439.0,F,Ambitious,10.0
12,439.0,F,Ambitious,7.0
21,439.0,F,Ambitious,9.0
17,440.0,H,Ambitious,8.0
9,440.0,H,Ambitious,7.0
19,440.0,H,Ambitious,7.0
9,441.0,H,Ambitious,7.0
17,441.0,H,Ambitious,9.0
19,441.0,H,Ambitious,7.0
17,442.0,H,Ambitious,4.0
19,442.0,H,Ambitious,4.0
9,442.0,H,Ambitious,4.0
9,443.0,H,Ambitious,7.0
17,443.0,H,Ambitious,5.0
19,443.0,H,Ambitious,3.0
9,444.0,H,Ambitious,6.0
19,444.0,H,Ambitious,7.0
17,444.0,H,Ambitious,7.0
19,445.0,H,Ambitious,7.0
9,445.0,H,Ambitious,3.0
17,445.0,H,Ambitious,8.0
19,446.0,H,Ambitious,5.0
17,446.0,H,Ambitious,4.0
9,446.0,H,Ambitious,5.0
17,447.0,H,Ambitious,4.0
19,447.0,H,Ambitious,5.0
9,447.0,H,Ambitious,6.0
19,448.0,H,Ambitious,6.0
9,448.0,H,Ambitious,6.0
17,448.0,H,Ambitious,
19,449.0,H,Ambitious,5.0
17,449.0,H,Ambitious,7.0
9,449.0,H,Ambitious,7.0
9,450.0,H,Ambitious,7.0
17,450.0,H,Ambitious,7.0
19,450.0,H,Ambitious,5.0
9,451.0,H,Ambitious,3.0
19,451.0,H,Ambitious,5.0
17,451.0,H,Ambitious,5.0
17,452.0,H,Ambitious,5.0
9,452.0,H,Ambitious,6.0
19,452.0,H,Ambitious,6.0
17,453.0,H,Ambitious,5.0
19,453.0,H,Ambitious,5.0
9,453.0,H,Ambitious,5.0
24,466.0,F,Ambitious,7.0
24,467.0,F,Ambitious,9.0
24,468.0,F,Ambitious,8.0
24,469.0,F,Ambitious,7.0
24,470.0,F,Ambitious,2.0
24,471.0,F,Ambitious,6.0
24,472.0,F,Ambitious,10.0
24,473.0,F,Ambitious,9.0
24,474.0,F,Ambitious,7.0
24,475.0,F,Ambitious,6.0
24,476.0,F,Ambitious,5.0
24,477.0,F,Ambitious,8.0
24,478.0,F,Ambitious,8.0
24,479.0,F,Ambitious,5.0
24,480.0,F,Ambitious,8.0
7,481.0,H,Ambitious,6.0
5,481.0,H,Ambitious,7.0
5,482.0,H,Ambitious,6.0
7,482.0,H,Ambitious,5.0
7,483.0,H,Ambitious,10.0
5,483.0,H,Ambitious,10.0
5,484.0,H,Ambitious,9.0
7,484.0,H,Ambitious,
5,485.0,H,Ambitious,10.0
7,485.0,H,Ambitious,10.0
5,486.0,H,Ambitious,8.0
7,486.0,H,Ambitious,6.0
7,487.0,H,Ambitious,5.0
5,487.0,H,Ambitious,8.0
7,488.0,H,Ambitious,5.0
5,488.0,H,Ambitious,10.0
5,489.0,H,Ambitious,8.0
7,489.0,H,Ambitious,8.0
7,490.0,H,Ambitious,5.0
5,490.0,H,Ambitious,6.0
5,491.0,H,Ambitious,6.0
7,491.0,H,Ambitious,7.0
7,492.0,H,Ambitious,10.0
5,492.0,H,Ambitious,10.0
7,493.0,H,Ambitious,8.0
5,493.0,H,Ambitious,9.0
5,494.0,H,Ambitious,8.0
7,494.0,H,Ambitious,7.0
5,495.0,H,Ambitious,5.0
7,495.0,H,Ambitious,5.0
30,509.0,F,Ambitious,5.0
32,509.0,F,Ambitious,6.0
14,509.0,F,Ambitious,6.0
32,510.0,F,Ambitious,7.0
14,510.0,F,Ambitious,
30,510.0,F,Ambitious,
32,511.0,F,Ambitious,3.0
14,511.0,F,Ambitious,3.0
30,511.0,F,Ambitious,
14,512.0,F,Ambitious,8.0
32,512.0,F,Ambitious,7.0
30,512.0,F,Ambitious,7.0
30,513.0,F,Ambitious,5.0
14,513.0,F,Ambitious,7.0
32,513.0,F,Ambitious,7.0
14,514.0,F,Ambitious,6.0
32,514.0,F,Ambitious,7.0
30,514.0,F,Ambitious,
30,515.0,F,Ambitious,
32,515.0,F,Ambitious,8.0
14,515.0,F,Ambitious,8.0
30,516.0,F,Ambitious,
32,516.0,F,Ambitious,7.0
14,516.0,F,Ambitious,8.0
14,517.0,F,Ambitious,4.0
32,517.0,F,Ambitious,5.0
30,517.0,F,Ambitious,3.0
14,518.0,F,Ambitious,
30,518.0,F,Ambitious,5.0
32,518.0,F,Ambitious,6.0
14,519.0,F,Ambitious,
32,519.0,F,Ambitious,8.0
30,519.0,F,Ambitious,7.0
32,520.0,F,Ambitious,
14,520.0,F,Ambitious,6.0
30,520.0,F,Ambitious,5.0
14,521.0,F,Ambitious,8.0
30,521.0,F,Ambitious,6.0
32,521.0,F,Ambitious,8.0
14,522.0,F,Ambitious,7.0
32,522.0,F,Ambitious,7.0
30,522.0,F,Ambitious,9.0
14,523.0,F,Ambitious,6.0
32,523.0,F,Ambitious,8.0
30,523.0,F,Ambitious,7.0
30,524.0,F,Ambitious,
32,524.0,F,Ambitious,8.0
14,524.0,F,Ambitious,7.0
30,525.0,F,Ambitious,
32,525.0,F,Ambitious,8.0
14,525.0,F,Ambitious,9.0
30,526.0,F,Ambitious,
32,526.0,F,Ambitious,
14,526.0,F,Ambitious,6.0
30,527.0,F,Ambitious,
14,527.0,F,Ambitious,8.0
32,527.0,F,Ambitious,7.0
14,528.0,F,Ambitious,1.0
30,528.0,F,Ambitious,5.0
32,528.0,F,Ambitious,1.0
14,529.0,F,Ambitious,6.0
30,529.0,F,Ambitious,
32,529.0,F,Ambitious,5.0
30,530.0,F,Ambitious,8.0
14,530.0,F,Ambitious,8.0
32,530.0,F,Ambitious,7.0
31,531.0,H,Ambitious,10.0
3,531.0,H,Ambitious,7.0
35,531.0,H,Ambitious,10.0
25,531.0,H,Ambitious,5.0
31,532.0,H,Ambitious,6.0
35,532.0,H,Ambitious,6.0
3,532.0,H,Ambitious,5.0
25,532.0,H,Ambitious,6.0
35,533.0,H,Ambitious,6.0
3,533.0,H,Ambitious,9.0
31,533.0,H,Ambitious,
25,533.0,H,Ambitious,
31,534.0,H,Ambitious,9.0
3,534.0,H,Ambitious,8.0
35,534.0,H,Ambitious,7.0
25,534.0,H,Ambitious,9.0
3,535.0,H,Ambitious,6.0
25,535.0,H,Ambitious,7.0
31,535.0,H,Ambitious,6.0
35,535.0,H,Ambitious,6.0
25,536.0,H,Ambitious,8.0
31,536.0,H,Ambitious,8.0
3,536.0,H,Ambitious,9.0
35,536.0,H,Ambitious,5.0
3,537.0,H,Ambitious,
31,537.0,H,Ambitious,9.0
25,537.0,H,Ambitious,6.0
35,537.0,H,Ambitious,4.0
31,538.0,H,Ambitious,6.0
3,538.0,H,Ambitious,6.0
25,538.0,H,Ambitious,6.0
35,538.0,H,Ambitious,5.0
31,539.0,H,Ambitious,9.0
35,539.0,H,Ambitious,5.0
3,539.0,H,Ambitious,4.0
25,539.0,H,Ambitious,7.0
3,540.0,H,Ambitious,8.0
25,540.0,H,Ambitious,6.0
35,540.0,H,Ambitious,4.0
31,540.0,H,Ambitious,5.0
25,541.0,H,Ambitious,8.0
31,541.0,H,Ambitious,7.0
3,541.0,H,Ambitious,6.0
35,541.0,H,Ambitious,6.0
31,542.0,H,Ambitious,7.0
3,542.0,H,Ambitious,6.0
25,542.0,H,Ambitious,2.0
35,542.0,H,Ambitious,4.0
25,543.0,H,Ambitious,8.0
31,543.0,H,Ambitious,9.0
35,543.0,H,Ambitious,8.0
3,543.0,H,Ambitious,8.0
25,544.0,H,Ambitious,7.0
31,544.0,H,Ambitious,6.0
3,544.0,H,Ambitious,6.0
35,544.0,H,Ambitious,6.0
35,545.0,H,Ambitious,
3,545.0,H,Ambitious,
31,545.0,H,Ambitious,
25,545.0,H,Ambitious,7.0
31,546.0,H,Ambitious,6.0
3,546.0,H,Ambitious,6.0
25,546.0,H,Ambitious,6.0
35,546.0,H,Ambitious,6.0
25,547.0,H,Ambitious,3.0
35,547.0,H,Ambitious,3.0
31,547.0,H,Ambitious,5.0
3,547.0,H,Ambitious,3.0
25,548.0,H,Ambitious,3.0
31,548.0,H,Ambitious,4.0
3,548.0,H,Ambitious,5.0
35,548.0,H,Ambitious,2.0
25,549.0,H,Ambitious,8.0
3,549.0,H,Ambitious,8.0
31,549.0,H,Ambitious,7.0
35,549.0,H,Ambitious,7.0
35,550.0,H,Ambitious,4.0
31,550.0,H,Ambitious,5.0
25,550.0,H,Ambitious,5.0
3,550.0,H,Ambitious,4.0
35,551.0,H,Ambitious,7.0
31,551.0,H,Ambitious,9.0
25,551.0,H,Ambitious,6.0
3,551.0,H,Ambitious,7.0
35,552.0,H,Ambitious,
31,552.0,H,Ambitious,
25,552.0,H,Ambitious,4.0
3,552.0,H,Ambitious,
2,,F,Ambitious,
10,,F,Ambitious,
8,56.0,F,Shared interests,6.0
8,57.0,F,Shared interests,9.0
8,58.0,F,Shared interests,8.0
8,59.0,F,Shared interests,4.0
8,60.0,F,Shared interests,4.0
8,61.0,F,Shared interests,5.0
8,62.0,F,Shared interests,8.0
8,63.0,F,Shared interests,5.0
8,64.0,F,Shared interests,4.0
8,65.0,F,Shared interests,6.0
11,66.0,H,Shared interests,5.0
11,67.0,H,Shared interests,2.0
11,68.0,H,Shared interests,2.0
11,69.0,H,Shared interests,3.0
11,70.0,H,Shared interests,5.0
11,71.0,H,Shared interests,2.0
11,72.0,H,Shared interests,5.0
11,73.0,H,Shared interests,5.0
11,74.0,H,Shared interests,7.0
11,75.0,H,Shared interests,7.0
8,76.0,F,Shared interests,
30,76.0,F,Shared interests,8.0
10,76.0,F,Shared interests,
26,76.0,F,Shared interests,
18,76.0,F,Shared interests,3.0
24,76.0,F,Shared interests,
24,77.0,F,Shared interests,8.0
30,77.0,F,Shared interests,5.0
10,77.0,F,Shared interests,5.0
8,77.0,F,Shared interests,7.0
26,77.0,F,Shared interests,4.0
18,77.0,F,Shared interests,6.0
26,78.0,F,Shared interests,
24,78.0,F,Shared interests,7.0
18,78.0,F,Shared interests,8.0
30,78.0,F,Shared interests,2.0
8,78.0,F,Shared interests,2.0
10,78.0,F,Shared interests,2.0
10,79.0,F,Shared interests,2.0
30,79.0,F,Shared interests,6.0
8,79.0,F,Shared interests,7.0
24,79.0,F,Shared interests,6.0
26,79.0,F,Shared interests,5.0
18,79.0,F,Shared interests,2.0
8,80.0,F,Shared interests,8.0
18,80.0,F,Shared interests,9.0
26,80.0,F,Shared interests,
24,80.0,F,Shared interests,8.0
10,80.0,F,Shared interests,5.0
30,80.0,F,Shared interests,8.0
26,81.0,F,Shared interests,3.0
24,81.0,F,Shared interests,7.0
8,81.0,F,Shared interests,6.0
10,81.0,F,Shared interests,3.0
30,81.0,F,Shared interests,7.0
18,81.0,F,Shared interests,1.0
26,82.0,F,Shared interests,7.0
24,82.0,F,Shared interests,8.0
18,82.0,F,Shared interests,6.0
10,82.0,F,Shared interests,6.0
30,82.0,F,Shared interests,10.0
8,82.0,F,Shared interests,8.0
24,83.0,F,Shared interests,8.0
26,83.0,F,Shared interests,8.0
30,83.0,F,Shared interests,5.0
18,83.0,F,Shared interests,4.0
8,83.0,F,Shared interests,6.0
10,83.0,F,Shared interests,4.0
26,84.0,F,Shared interests,5.0
8,84.0,F,Shared interests,3.0
24,84.0,F,Shared interests,5.0
30,84.0,F,Shared interests,6.0
18,84.0,F,Shared interests,3.0
10,84.0,F,Shared interests,2.0
24,85.0,F,Shared interests,2.0
10,85.0,F,Shared interests,1.0
26,85.0,F,Shared interests,2.0
30,85.0,F,Shared interests,1.0
18,85.0,F,Shared interests,3.0
8,85.0,F,Shared interests,4.0
8,86.0,F,Shared interests,6.0
10,86.0,F,Shared interests,5.0
30,86.0,F,Shared interests,5.0
18,86.0,F,Shared interests,4.0
24,86.0,F,Shared interests,6.0
26,86.0,F,Shared interests,6.0
18,87.0,F,Shared interests,2.0
8,87.0,F,Shared interests,3.0
26,87.0,F,Shared interests,3.0
10,87.0,F,Shared interests,7.0
24,87.0,F,Shared interests,4.0
30,87.0,F,Shared interests,5.0
18,88.0,F,Shared interests,1.0
10,88.0,F,Shared interests,10.0
30,88.0,F,Shared interests,8.0
26,88.0,F,Shared interests,3.0
8,88.0,F,Shared interests,7.0
24,88.0,F,Shared interests,8.0
24,89.0,F,Shared interests,5.0
8,89.0,F,Shared interests,5.0
10,89.0,F,Shared interests,5.0
18,89.0,F,Shared interests,5.0
30,89.0,F,Shared interests,7.0
26,89.0,F,Shared interests,5.0
30,90.0,F,Shared interests,5.0
10,90.0,F,Shared interests,3.0
24,90.0,F,Shared interests,6.0
8,90.0,F,Shared interests,5.0
18,90.0,F,Shared interests,5.0
26,90.0,F,Shared interests,5.0
18,91.0,F,Shared interests,3.0
10,91.0,F,Shared interests,3.0
26,91.0,F,Shared interests,
24,91.0,F,Shared interests,10.0
30,91.0,F,Shared interests,7.0
8,91.0,F,Shared interests,
26,92.0,F,Shared interests,7.0
8,92.0,F,Shared interests,10.0
18,92.0,F,Shared interests,6.0
10,92.0,F,Shared interests,6.0
24,92.0,F,Shared interests,8.0
30,92.0,F,Shared interests,9.0
8,93.0,F,Shared interests,
10,93.0,F,Shared interests,5.0
26,93.0,F,Shared interests,7.0
30,93.0,F,Shared interests,6.0
24,93.0,F,Shared interests,6.0
18,93.0,F,Shared interests,6.0
3,94.0,H,Shared interests,5.0
5,94.0,H,Shared interests,3.0
17,94.0,H,Shared interests,5.0
33,94.0,H,Shared interests,7.0
1,94.0,H,Shared interests,6.0
35,94.0,H,Shared interests,7.0
11,94.0,H,Shared interests,6.0
5,95.0,H,Shared interests,6.0
1,95.0,H,Shared interests,6.0
35,95.0,H,Shared interests,6.0
11,95.0,H,Shared interests,7.0
17,95.0,H,Shared interests,4.0
3,95.0,H,Shared interests,5.0
33,95.0,H,Shared interests,5.0
17,96.0,H,Shared interests,8.0
35,96.0,H,Shared interests,
33,96.0,H,Shared interests,5.0
1,96.0,H,Shared interests,
3,96.0,H,Shared interests,
11,96.0,H,Shared interests,
5,96.0,H,Shared interests,
11,97.0,H,Shared interests,7.0
17,97.0,H,Shared interests,6.0
35,97.0,H,Shared interests,8.0
33,97.0,H,Shared interests,9.0
1,97.0,H,Shared interests,7.0
3,97.0,H,Shared interests,6.0
5,97.0,H,Shared interests,5.0
3,98.0,H,Shared interests,
1,98.0,H,Shared interests,
5,98.0,H,Shared interests,
35,98.0,H,Shared interests,
33,98.0,H,Shared interests,
17,98.0,H,Shared interests,
11,98.0,H,Shared interests,
33,99.0,H,Shared interests,7.0
11,99.0,H,Shared interests,8.0
1,99.0,H,Shared interests,3.0
17,99.0,H,Shared interests,7.0
3,99.0,H,Shared interests,9.0
35,99.0,H,Shared interests,7.0
5,99.0,H,Shared interests,4.0
3,100.0,H,Shared interests,4.0
33,100.0,H,Shared interests,6.0
5,100.0,H,Shared interests,8.0
1,100.0,H,Shared interests,4.0
11,100.0,H,Shared interests,8.0
35,100.0,H,Shared interests,7.0
17,100.0,H,Shared interests,5.0
17,101.0,H,Shared interests,6.0
11,101.0,H,Shared interests,
3,101.0,H,Shared interests,
5,101.0,H,Shared interests,
1,101.0,H,Shared interests,6.0
35,101.0,H,Shared interests,7.0
33,101.0,H,Shared interests,
35,102.0,H,Shared interests,5.0
17,102.0,H,Shared interests,4.0
11,102.0,H,Shared interests,9.0
5,102.0,H,Shared interests,5.0
3,102.0,H,Shared interests,6.0
33,102.0,H,Shared interests,7.0
1,102.0,H,Shared interests,9.0
33,103.0,H,Shared interests,6.0
3,103.0,H,Shared interests,5.0
5,103.0,H,Shared interests,6.0
11,103.0,H,Shared interests,8.0
35,103.0,H,Shared interests,6.0
17,103.0,H,Shared interests,7.0
1,103.0,H,Shared interests,7.0
3,104.0,H,Shared interests,7.0
35,104.0,H,Shared interests,6.0
5,104.0,H,Shared interests,4.0
11,104.0,H,Shared interests,6.0
33,104.0,H,Shared interests,6.0
17,104.0,H,Shared interests,5.0
1,104.0,H,Shared interests,5.0
3,105.0,H,Shared interests,7.0
33,105.0,H,Shared interests,6.0
35,105.0,H,Shared interests,5.0
11,105.0,H,Shared interests,5.0
1,105.0,H,Shared interests,7.0
5,105.0,H,Shared interests,6.0
17,105.0,H,Shared interests,9.0
11,106.0,H,Shared interests,9.0
1,106.0,H,Shared interests,
35,106.0,H,Shared interests,8.0
17,106.0,H,Shared interests,8.0
3,106.0,H,Shared interests,
33,106.0,H,Shared interests,
5,106.0,H,Shared interests,
11,107.0,H,Shared interests,8.0
35,107.0,H,Shared interests,9.0
3,107.0,H,Shared interests,7.0
1,107.0,H,Shared interests,9.0
5,107.0,H,Shared interests,5.0
33,107.0,H,Shared interests,8.0
17,107.0,H,Shared interests,4.0
11,108.0,H,Shared interests,6.0
5,108.0,H,Shared interests,3.0
17,108.0,H,Shared interests,5.0
3,108.0,H,Shared interests,3.0
33,108.0,H,Shared interests,2.0
35,108.0,H,Shared interests,4.0
1,108.0,H,Shared interests,8.0
33,109.0,H,Shared interests,3.0
35,109.0,H,Shared interests,3.0
5,109.0,H,Shared interests,3.0
11,109.0,H,Shared interests,5.0
17,109.0,H,Shared interests,7.0
3,109.0,H,Shared interests,4.0
1,109.0,H,Shared interests,7.0
3,110.0,H,Shared interests,8.0
1,110.0,H,Shared interests,3.0
35,110.0,H,Shared interests,8.0
5,110.0,H,Shared interests,
17,110.0,H,Shared interests,
11,110.0,H,Shared interests,5.0
33,110.0,H,Shared interests,5.0
33,111.0,H,Shared interests,4.0
35,111.0,H,Shared interests,5.0
5,111.0,H,Shared interests,3.0
1,111.0,H,Shared interests,4.0
11,111.0,H,Shared interests,3.0
3,111.0,H,Shared interests,5.0
17,111.0,H,Shared interests,3.0
10,112.0,F,Shared interests,7.0
2,112.0,F,Shared interests,8.0
10,113.0,F,Shared interests,6.0
2,113.0,F,Shared interests,5.0
2,114.0,F,Shared interests,4.0
10,114.0,F,Shared interests,7.0
2,115.0,F,Shared interests,10.0
10,115.0,F,Shared interests,6.0
10,116.0,F,Shared interests,4.0
2,116.0,F,Shared interests,10.0
2,117.0,F,Shared interests,10.0
10,117.0,F,Shared interests,6.0
10,119.0,F,Shared interests,
2,119.0,F,Shared interests,
2,120.0,F,Shared interests,5.0
10,120.0,F,Shared interests,6.0
2,121.0,F,Shared interests,8.0
10,121.0,F,Shared interests,9.0
9,122.0,H,Shared interests,10.0
3,122.0,H,Shared interests,10.0
3,123.0,H,Shared interests,5.0
9,123.0,H,Shared interests,6.0
9,124.0,H,Shared interests,4.0
3,124.0,H,Shared interests,8.0
3,125.0,H,Shared interests,6.0
9,125.0,H,Shared interests,10.0
3,126.0,H,Shared interests,6.0
9,126.0,H,Shared interests,7.0
9,127.0,H,Shared interests,5.0
3,127.0,H,Shared interests,5.0
9,128.0,H,Shared interests,6.0
3,128.0,H,Shared interests,8.0
9,129.0,H,Shared interests,8.0
3,129.0,H,Shared interests,7.0
9,130.0,H,Shared interests,1.0
3,130.0,H,Shared interests,1.0
9,131.0,H,Shared interests,5.0
3,131.0,H,Shared interests,5.0
7,137.0,H,Shared interests,6.0
7,138.0,H,Shared interests,1.0
7,139.0,H,Shared interests,
7,140.0,H,Shared interests,7.0
7,141.0,H,Shared interests,5.0
16,142.0,F,Shared interests,7.0
28,142.0,F,Shared interests,2.0
12,142.0,F,Shared interests,7.0
18,142.0,F,Shared interests,5.0
18,143.0,F,Shared interests,
28,143.0,F,Shared interests,8.0
12,143.0,F,Shared interests,8.0
16,143.0,F,Shared interests,
16,144.0,F,Shared interests,5.0
18,144.0,F,Shared interests,6.0
28,144.0,F,Shared interests,6.0
12,144.0,F,Shared interests,7.0
18,145.0,F,Shared interests,4.0
16,145.0,F,Shared interests,4.0
28,145.0,F,Shared interests,5.0
12,145.0,F,Shared interests,7.0
18,146.0,F,Shared interests,
16,146.0,F,Shared interests,7.0
28,146.0,F,Shared interests,
12,146.0,F,Shared interests,
16,147.0,F,Shared interests,5.0
